ID,UNIQUE_ID,Interaction_ID,ID1,EVENT_MASTER,GROUPED_ID,BAR_ID,SOURCE_ID,DATE,DYAD_CODE,BCode,NUMBER_OF_BASINS,LOCATION,CCODE1,CCODE2,IRM1,IRM2,BCCODE1,BCCODE2,COUNTRY_LIST,NUMBER_OF_Countries,COPDAB_SCALE,BAR_Scale,EVENT_TYPE,EVENT_SUMMARY,Issue_Type1,Issue_Type2,Macro_Event,Comments,SOURCE,Source_Source,KLL_Categ,FBIS_Region,DOC_DATE,EVENT_ISSUE,KLL_ISSUE_NUMBER
2432,1668,1,2532,2514,G273,G273A,ly89.00296,8/31/1989,OTH_KOR,NITL,0,Sahara desert to Tripoli,OTH,KOR,I,O,NITL_OTH,NITL_KOR,Multi-national corporation--Republic of Korea--Libya,3,0,,ExVar-other,"Libya awarded a contract to build a water pipeline to a South Korean firm Dong Ah Construction Industrial Compan. The value of the 90-month contract for the 1,100-km (683-mile) line totals 5.3 billion dollars, the spokesman for Dong Ah Construction Industrial Company said.  The pipe will bring water from vast underground reservoirs in the Sahara desert to the Tripoli area. It is the second phase of a project to supply water to densely populated coastal areas. The spokesman said Dong Ah's chairman Choi Won-suk currently visiting Tripoli would soon sign a contract with Libyan authorities. Seven firms from five countries had bid for it, he said.",10,0,"Man-made River Project, LBY",,GEDS,,,,,,
2433,1668,2,2533,2515,G273,G273B,ly89.00296,8/31/1989,LBY_OTH,NITL,0,Sahara desert to Tripoli,LBY,OTH,I,R,NITL_LBY,NITL_OTH,Multi-national corporation--Republic of Korea--Libya,3,4,4,ExVar,"Libya awarded a contract to build a water pipeline to a South Korean firm Dong Ah Construction Industrial Compan. The value of the 90-month contract for the 1,100-km (683-mile) line totals 5.3 billion dollars, the spokesman for Dong Ah Construction Industrial Company said.  The pipe will bring water from vast underground reservoirs in the Sahara desert to the Tripoli area. It is the second phase of a project to supply water to densely populated coastal areas. The spokesman said Dong Ah's chairman Choi Won-suk currently visiting Tripoli would soon sign a contract with Libyan authorities. Seven firms from five countries had bid for it, he said.",10,0,"Man-made River Project, LBY",,GEDS,,,,,,
2506,1714,1,2608,2590,G274,G274,LY90_.00021,1/25/1990,LBY_TUN,NTAP,0,n/a,LBY,TUN,I,R,NTAP_LBY,NTAP_TUN,Libya--Tunisia,2,4,4,n/a-aid for flood victims,"Libya sent trucks loaded with medical supplies to Tunisia on January 25.  These supplies included tents and blankets for flood victims.  These floods have killed at least 18 people, rendered thousands homeless and caused extensive damage.",6,0,,,GEDS,,,,,,
2508,1716,1,2610,2592,G407,G407,OS17K.02087,2/7/1990,ARG_USA,NTAP,0,n/a,ARG,USA,R,I,NTAP_ARG,NTAP_USA,Argentina--United States,2,7,1,n/a-aid for flood victims,"The United States promised to give aid to Argentina's  flood victims.  ""The United States is sending 40 tonnes of food, clothing, medicine and cots to Argentina as humanitarian assistance for people in the north of the country who became homeless in the recent floods,"" an official at the U.S. Embassy told Reuters.  In northern provinces, heavy rains caused already swollen rivers to burst their banks and flood low-lying areas, causing 10,000 people to leave their homes.",6,0,,,GEDS,,,,,,
2526,1726,1,2628,2610,G304,G304A,OS04K.02742,2/20/1990,GIN_IBK,NTAP,0,n/a,GIN,IBK,O,I,NTAP_GIN,NTAP_IBK,Guinea--World Bank and IMF--Liberia,3,0,,n/a-aid for refugees,"The European Community on Feb 20 gave $280,000 in emergency aid to Liberian refugees in Guinea. The money was to be used to buy medicine, water pumps, hygiene equipment and other urgently-needed supplies, the EC's executive Commission said in a statement.  Since December about 80,000  Liberians fled to border towns in Guinea to escape the civil war",11,0,,,GEDS,,,,,,
2527,1726,2,2629,2611,G304,G304B,OS04K.02742,2/20/1990,IBK_LBR,NTAP,0,n/a,IBK,LBR,I,R,NTAP_IBK,NTAP_LBR,Guinea--World Bank and IMF--Liberia,3,0,,n/a-aid for refugees,"The European Community on Feb 20 gave $280,000 in emergency aid to Liberian refugees in Guinea. The money was to be used to buy medicine, water pumps, hygiene equipment and other urgently-needed supplies, the EC's executive Commission said in a statement.  Since December about 80,000  Liberians fled to border towns in Guinea to escape the civil war",11,0,,,GEDS,,,,,,
2533,1730,1,2635,2617,G430,G430,OS17K.09623,2/28/1990,POL_USR,NTAP,0,Poland,POL,USR,I,R,NTAP_POL,NTAP_USR,Poland--USSR,2,10,-2,n/a-pollution,"Polish general Mieczyslaw Debicki accused Soviet troops in Poland of lawless, anti-social behaviour and said they were so unpopular that they were sometimes stoned by inhabitants.  Debicki complained: ""In big garrisons like Swidnica, Brzeg and Legnica, there are robberies, burglaries and thefts, and frequent cases of car collisions which produce an unfavourable climate in Polish society.  ""During one 350-km (220-mile) training march, stones and bottles were thrown at Soviet soldiers 21 times.""  Soviet troops took over and devastated apartments in garrison towns. Their improper use of toilet facilities ""causes soil contamination and a threat of surface water contamination"", Debicki added.",1,0,,BAR Issue?,GEDS,,,,,,
2551,1741,1,2658,2640,G358,G358A,OS09K.24763,4/4/1990,BOL_PRY,NTAP,0,not specific,BOL,PRY,M,M,NTAP_BOL,NTAP_PRY,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2552,1741,2,2659,2641,G358,G358B,OS09K.24763,4/4/1990,BOL_URY,NTAP,0,not specific,BOL,URY,M,M,NTAP_BOL,NTAP_URY,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2553,1741,3,2660,2642,G358,G358C,OS09K.24763,4/4/1990,BRA_PRY,NTAP,0,not specific,BRA,PRY,M,M,NTAP_BRA,NTAP_PRY,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2554,1741,4,2661,2643,G358,G358D,OS09K.24763,4/4/1990,BRA_URY,NTAP,0,not specific,BRA,URY,M,M,NTAP_BRA,NTAP_URY,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2555,1741,5,2662,2644,G358,G358E,OS09K.24763,4/4/1990,PRY_URY,NTAP,0,not specific,PRY,URY,M,M,NTAP_PRY,NTAP_URY,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2556,1741,6,2653,2635,G358,G358F,OS09K.24763,4/4/1990,ARG_BOL,NTAP,0,not specific,ARG,BOL,M,M,NTAP_ARG,NTAP_BOL,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2557,1741,7,2654,2636,G358,G358G,OS09K.24763,4/4/1990,ARG_BRA,NTAP,0,not specific,ARG,BRA,M,M,NTAP_ARG,NTAP_BRA,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2558,1741,8,2655,2637,G358,G358H,OS09K.24763,4/4/1990,ARG_PRY,NTAP,0,not specific,ARG,PRY,M,M,NTAP_ARG,NTAP_PRY,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2559,1741,9,2656,2638,G358,G358I,OS09K.24763,4/4/1990,ARG_URY,NTAP,0,not specific,ARG,URY,M,M,NTAP_ARG,NTAP_URY,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2560,1741,10,2657,2639,G358,G358J,OS09K.24763,4/4/1990,BOL_BRA,NTAP,0,not specific,BOL,BRA,M,M,NTAP_BOL,NTAP_BRA,Bolivia--Paraguay--Uruguay--Argentina--Bolivia,6,4,4,n/a-shipping,"Uruguayan President Luis Alberto Lacalle, Carlos Menem of Argentina, Fernando Collor de Mello of Brazil, Jaime Paz Zamora of Bolivia and Andres Rodriguez of Paraguay formed cooperative development projects to compete with Eastern Europe for foreign investment, President Lacalle announced. ""We are preparing a list of what we call high impact projects (because) we are worried that people think important things only happen in Eastern Europe,"" said Lacalle.  Lacalle mentioned projects like a waterway based on rivers giving land-locked Bolivia and Paraguay access to the ocean, an international natural gas pipeline and a power grid linking the five countries.",4,0,,,GEDS,,,,,,
2586,1755,1,2688,2670,G33,G33A,2K.00712,5/27/1990,MYS_INT,NITL,0,"Bakun, Rajang River",MYS,INT,I,R,NITL_MYS,NITL_INT,Malaysia--Malaysia (Ibans/Sarawak Dayaks),3,10,-2,y-internal,"Malaysian Energy Minister Samy Vellu announced the scrapping of a damn-project. Vellu said the Malaysian cabinet had decided against the Bakun project on Borneo Island in Sarawak state and had opted for a cheaper project using a series of smaller dams along Rajang River, the state's longest river. Social action groups and Sarawak natives had attacked the Bakun project, made public in 1984, saying it would severely damage the environment and displace more than 12,000 tribe members by flooding a jungle area of nearly 300 square km (115 square miles). Samy Vellu, also telecommunications and posts minister, said the Rajang project would have a similar capacity and would involve building a series of smaller dams. He did not estimate the cost of the new project.",10,0,,Indigenous group protesting dam.,GEDS,,,,,,
2587,4039,1,2689,2671,G33,G33B,2K.00712,5/27/1990,MYS_INT,NITL,0,Bakun; Rajang River,MYS,INT,M,M,NITL_MYS,NITL_INT,Malaysia--Malaysia (Ibans/Sarawak Dayaks),3,5,3,n/a-internal-dam,"Malaysian Energy Minister Samy Vellu announced the scrapping of a damn-project. Vellu said the Malaysian cabinet had decided against the Bakun project on Borneo Island in Sarawak state and had opted for a cheaper project using a series of smaller dams along Rajang River, the state's longest river. Social action groups and Sarawak natives had attacked the Bakun project, made public in 1984, saying it would severely damage the environment and displace more than 12,000 tribe members by flooding a jungle area of nearly 300 square km (115 square miles). Samy Vellu, also telecommunications and posts minister, said the Rajang project would have a similar capacity and would involve building a series of smaller dams. He did not estimate the cost of the new project.",10,0,,Scrapping of dam project for other options.,GEDS,,,,,,
2612,1771,1,2720,2702,G421,G421,OS17K.07825,6/20/1990,IND_JPN,NITL,0,Narmada Dam (River),IND,JPN,R,I,NITL_IND,NITL_JPN,India--Japan,2,11,-3,n/a-not international basin,"Japanese director of the loan aid division at Japan's foreign ministry announced in Paris, France, that Japan would suspend official financing for India's Narmada dam project which is opposed by environmental groups.  ""We issued our projects for this year and said Narmada was not on the list,"" said Azusa Hayashi.",0,0,IND - Narmada Dam,Narmada River not part of international basin,GEDS,,,,,,
2680,1802,1,2835,2817,G418,G418,OS17K.07406,8/24/1990,GFR_IRQ,NTAP,0,n/a,GFR,IRQ,R,I,NTAP_GFR,NTAP_IRQ,German Fed. Republic (West Germany)--Iraq,4,10,-2,n/a-embassy water supply,"Iraq threatened to cut water and electricity to West German and other embassies in Kuwait.  A West German Foreign Ministry said the West German embassy was not yet surrounded by Iraqi troops, but that the East German mission was. He said an undetermined number of West Germans had sought refuge in the East German embassy.",2,0,,BAR Event?,GEDS,,,,,,
2681,1803,1,2836,2818,G405,G405A,OS09K.30544,8/25/1990,BEL_KWT,NTAP,0,n/a,BEL,KWT,I,O,NTAP_BEL,NTAP_KWT,Belgium--Kuwait--Iraq,4,0,,n/a-embassy water supply,"Belgian Foreign Minister Mark Eyskens announced the cutoff by Iraqi soldiers of the water supply to Belgium's embassy in Kuwait.  He did not say whether the embassy staff had since been able to restore the supply. Three diplomats and four dependents are in the mission.  He said the most important thing was that Iraq had let pass its ultimatum for foreign missions in annexed Kuwait to shut without sending in its troops.  Eykens said Belgium and other countries had made clear to Baghdad that they would call for a further meeting of the United Nations Security Council ""within the hour"" if the embassies were invaded.  He described as historic the vote passed by the Security Council authorising the use of force if necessary to enforce U.N. sanctions against Iraq for its invasion of Kuwait. ",2,0,,,GEDS,,,,,,
2682,1803,2,2837,2819,G405,G405B,OS09K.30544,8/25/1990,BEL_IRQ,NTAP,0,n/a,BEL,IRQ,I,R,NTAP_BEL,NTAP_IRQ,Belgium--Kuwait--Iraq,4,10,-2,n/a-embassy water supply,"Belgian Foreign Minister Mark Eyskens announced the cutoff by Iraqi soldiers of the water supply to Belgium's embassy in Kuwait.  He did not say whether the embassy staff had since been able to restore the supply. Three diplomats and four dependents are in the mission.  He said the most important thing was that Iraq had let pass its ultimatum for foreign missions in annexed Kuwait to shut without sending in its troops.  Eykens said Belgium and other countries had made clear to Baghdad that they would call for a further meeting of the United Nations Security Council ""within the hour"" if the embassies were invaded.  He described as historic the vote passed by the Security Council authorising the use of force if necessary to enforce U.N. sanctions against Iraq for its invasion of Kuwait. ",2,0,,,GEDS,,,,,,
2689,1809,1,2846,2828,G51,G51A,AL90.00094,9/9/1990,DZA_UKN,NITL,0,world's harshest desert,DZA,UKN,I,R,NITL_DZA,NITL_UKN,Algeria--Not Stated/Unidentified--Libya--Mali--Nigeria,5,5,3,ExVar,"Algeria, Libya, Mali and Niger discussed the future of Touareg nomads and other common problems in one of the world's harshest deserts on September 9. The leaders discussed roads, food and water supplies and development of the isolated region. ",2,0,"Man-made River Project, LBY",Nomadic people inhabiting area that includes more than one basin (Niger & Lake Chad).  Countries don't all share those basins.  Libya only on Lake Chad.  Mali; Niger only on Niger.  Algeria on both Niger and Lake Chad.,GEDS,,,,,,
