Basin,Country 1,Country 2,Description,Scale
JORDAN,USA,USR,Soviet Union vetos to Great Britain  France  and United States resolution on Jordan River dispute,-2
JORDAN,GBR,USA,Soviet Union vetos to Great Britain  France  and United States resolution on Jordan River dispute,-3
JORDAN,FRA,USA,Soviet Union vetos TO Great Britain  France  and United States resolution on Jordan River dispute,-2
JORDAN,UNO,USR,Soviet Union vetos to Great Britain  France  and United States resolution on Jordan River dispute,-2
JORDAN,ISR,UNO,Israel declares to United Nations  Israel to resume work on Jordan River project,-1
INDUS (see record 25143),PAK,USA,United States and Pakistan agree US assistance irrigation project,4
Indus,IBK,IND,On 5 February 1954  the World Bank issued its own proposal to India and Pakistan.  Abandoning the strategy of integrated development in favor of one of separation  the Bank proposal called for the entire flow of eastern rivers to be allocated to India  all of the wester rivers  with the exception of a small amount from Jhelum River  to be allocated to Pakistan.  The two sides would agree to a transition period  while Pakistan would complete links to canals dividing the watershed  during which India would continue to allow Pakistan's historic use of flow from the eastern rivers.,1
Indus,IBK,PAK,On 5 February 1954  the World Bank issued its own proposal to India and Pakistan.  Abandoning the strategy of integrated development in favor of one of separation  the Bank proposal called for the entire flow of eastern rivers to be allocated to India  all of the wester rivers  with the exception of a small amount from Jhelum River  to be allocated to Pakistan.  The two sides would agree to a transition period  while Pakistan would complete links to canals dividing the watershed  during which India would continue to allow Pakistan's historic use of flow from the eastern rivers.,1
JORDAN,EGY,SYR,Egypt confers with Syria Jordan River project-engineers,1
JORDAN,JOR,SYR,Jordan confers with Syria on Jordan River project,1
JHELUM,PAK,USA,Pakistan and United States agree construct Mangla Dam on Indus River,4
JHELUM,PAK,USA,Pakistan smahes United States for Construct Mangal Dam in Azad (free Kashmir),-2
?INDUS,IND,PAK,India and Pakistan accept waterway distribution proposal by US,1
Indus,IBK,IND,The World Bank proposal of 5 February 1954 was given to India and Pakistan simultaneously.  On 25 March  1954 India accepted the proposal as the basin for agreement.  Pakistan viewed the proposal with more trepidation and gave only qualified acceptance on 28 July 1954.,3
Mahanadi Basin,IND,USA,India and United States agree $11M Rihand River Valley project,4
?location,GBR,TUR,Turkey grants Great Britain UNK CO right to build dam,4
NILE,EGY,SDN,Egypt-Sudan agree on need to amend Nile Waters Agreement,1
NILE,EGY,SDN,Sudan announces to Egypt agreement on need to amend Nile Water Pact,3
Danube  Tisza,CZS,HUN,Agreement between Czechoslovakia and Hungary concerning the settlement of technical and economic questions relating to frontier water...,6
Kosi,IND,NPL,Agreement between the Government of India and the Government of Nepal on the Kosi Project,6
Drava,AUT,YGF,Convention between the Governments of Yugoslavia and Austria concerning water economy questions relating to the Drava,6
JORDAN,ISR,USA,Israel submits to United States Israel plan to develop Jordan River,1
LITANI,LBN,SYR,Syria submits to Lebanon project for developing of Litani River,1
JORDAN,ISR,USA,Israel confers with United States discuss Jordan River development,1
JORDAN,EGY,USA,Egypt and Lebanon agree with United States on development of Jordan River,4
JORDAN,LBN,USA,Egypt and Lebanon agree with United States on development of Jordan River,4
JORDAN,EGY,ISR,Egypt accuses Israel of Israel of attempting to amplify Jordan water,-2
JORDAN,ISR,USA,Israel rejects United States international controls for Jordan waters,-2
JORDAN,SYR,USA,Israel Jordan Lebanon Syria agree to United States plan for development of Jordan River,2
JORDAN,ISR,USA,Israel Jordan Lebanon Syria agree to United States plan for development of Jordan River,2
JORDAN,JOR,USA,Israel Jordan Lebanon Syria agree to United States plan for development of Jordan River,2
JORDAN,LBN,USA,Israel Jordan Lebanon Syria agree to United States plan for development of Jordan River,2
SUTLEJ,THA,INT,India and Thailand open Nagal Dam on Sutle J River,1
SUTLEJ,IND,INT,India and Thailand open Nagal Dam on Sutle J River,3
SUTLEJ,PAK,INT,Pakistan calls meeting over opening of Nangal Canal by India,1
LITANI,LBN,USA,United States submits to Lebanon US aid plan to develop Litani River,1
?,IND,PAK,Pakistan complains to India against opening of dam  depriving Pakistan of water,-2
JORDAN,SYR,UNO,Syria send to United Nations letter concerning Israel work on Jordan River to UN,1
JORDAN,ISR,SYR,Syria send to United Nations letter concerning Israel work on Jordan River to UN,-2
Indus,IBK,PAK,The World Bank proposal of 5 February 1954 was given to India and Pakistan simultaneously.  On 25 March  1954 India accepted the proposal as the basin for agreement.  Pakistan viewed the proposal with more trepidation and gave only qualified acceptance on 28 July 1954.,2
location? Indus?,PAK,INT,Pakistan begins canal projects to solve shortage,3
INDUS,IBK,PAK,Pakistan World Bank and IMP  accept  plan for settling Pakistan India water dispute,4
INDUS,IND,PAK,Pakistan and India reaffirm adbandoment of canal dispute,1
location? Indus?,PAK,USA,United States visits to Pakistan survey for canal,1
ST LAWRENCE,CAN,USA,United States and Canada agree joint construction on St Lawrence Seaway,4
LITANI,LBN,USA,United States refuses to Lebanon US will not underwrite Litani River project,-2
internal,EGY,INT,Egypt approves plan for pure water in all villages,3
NILE,EGY,SDN,First round of negotiations on Nile waters between Egypt and Sudan took place between September and December 1954  even as Sudan was preparing for its independence  scheduled for 1956.,2
US/Mexico - which river?,MEX,USA,United Staets and Mexico inaugurate hydro electric project,3
JORDAN,JOR,USA,Jordan asks Great Britain  France  and United States to stop Israel from diverting water of Jordan River,1
JORDAN,GBR,JOR,Jordan asks Great Britain  France  and United States to stop Israel from diverting water of Jordan River,1
JORDAN,FRA,JOR,Jordan asks Great Britain  France  and United States to stop Israel from diverting water of Jordan River,1
Kwando,GBR,PRT,Agreement between Great Britain / Rhodesia-Nyasaland  with regard to certain ... natives living on the Kwando River,6
NILE,EGY,SDN,Negotiations between Egypt and Sudan concerning Nile waters were broken off inconclusively.,-2
Mura,AUT,YGF,Agreement between Yugoslavia and Austria concerning water economy questions in respect of the frontier sector of the Mura,6
is there a location?,JOR,USA,United States aid to Jordan $7.2 for hydro-electric & industry,4
Mekong,KHM,LAO,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,KHM,THA,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,KHM,VNM,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,LAO,THA,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,LAO,VNM,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,THA,VNM,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,KHM,USA,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,LAO,USA,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,THA,USA,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
Mekong,VNM,USA,From 1955-1956  US Bureau of Reclamation Report on planning and development in the lower Mekong basin urges joint management in developing river.  Four lower riparians -- Cambodia  Laos  Thailand  and Vietnam -- agree.,2
canal running from Douglas  Arizona into Agua Prieta  Mexico,MEX,USA,"In 1955  Mexico informed US that city of Agua Prieta planned to build dike to protect itself from the ""unnatural waters"" flowing from Douglas.",-2
canal running from Douglas  Arizona into Agua Prieta  Mexico,MEX,USA,"Mexico built dike at Rose St. Canal to prevent flood water coming from Douglas  AZ from entering into MexiCompany  City of Douglas ""was considered to have taken adequate measures"".",0
canal running from Douglas  Arizona into Agua Prieta  Mexico,USA,INT,"US department of State informs Douglas that it sees not need for an international project and that both US and Mexico believe ""problem can be remedied by each city taking entirely feasible and relatively inexpensive steps to prevent unnatural discharge of flood waters.""  US department of State also states that 'since neither the US nor city of Douglas would have right  without consent of government of Mexico  to divert water from its natural course in the US into MEX to the detriment of citizens of MEX  there would seem to be no doubt that Mexico has right to prevent water coming into Mexico through Rose St. Canal.",-1
canal running from Douglas  Arizona into Agua Prieta  Mexico,MEX,USA,"US department of State informs Douglas that it sees not need for an international project and that both US and Mexico believe ""problem can be remedied by each city taking entirely feasible and relatively inexpensive steps to prevent unnatural discharge of flood waters.""  US department of State also states that 'since neither the US nor city of Douglas would have right  without consent of government of Mexico  to divert water from its natural course in the US into MEX to the detriment of citizens of MEX  there would seem to be no doubt that Mexico has right to prevent water coming into Mexico through Rose St. Canal.",2
?location,IND,INT,India opens hydro-electric station  48000 kilowatt,3
?Berlin,GFR,USR,Soviet Union refuses TO German Fed. Republic (West Germany) renewing pact use of Soviet Union zone canal system,-3
?Berlin,GFR,USR,German Fed. Republic (West Germany) extends to Soviet Union pact on use of Soviet Union zone canal system,3
?location,CAN,IND,Canada aid to India in hydro-electric form,4
?location,CAN,IND,India and Canada agree Canada aid in hydro-electric dam,4
?location,BRA,INT,Brazil opens to Paulo Affonso hydro-electric dam on Sao Franci,3
