BCCODE,CCODE,RBO,RIV,RIV_NAME,RBO_NAME,AGREEMENT_NAME,AGREEMENT_DATE,Continent,RIP_NAMES,RIP_NO,MEMB_NAMES,MEMB_NO,LATERALITY,INCLUSIVENESS,ISSUES_NAMES,ISSUE_TYPES,ISSUE_NO,ISSUE_SCOPE,ISSUE_BROAD,WAT_LAW_REF,WAT_LAW_PRINC,LEG_PERS,ORG_TYPE,ORG_BOD_NAMES,ORG_BOD_TYPES,ORG_BOD_NO,ORG_BOD_QUAN,SEC_EX,SEC_FUNC_NAMES,SEC_FUNC_CLASS,SEC_FUNC_NO,SEC_FUNC_QUAN,DEC_MAK_SPEC,DEC_MAK_NAMES,DEC_MAK_MEC,DEC_MAK_BIND,INF_SHAR_EX,INF_SHAR_MEC,INF_SHAR_ISSUE,INF_SHAR_LEV,INF_SHAR_RIV,DISP_RES_EX,DISP_RES_MEC,DISP_RES_TYPE_1,DISP_RES_TYPE_2,DISP_RES_LEV_1,DISP_RES_LEV_2,MON_EX,MON_MEC,MON_ISSUE,MON_SCOPE,MON_LEV,ADAP_EX,ADAP_MEC,FUND_SPEC,FUND_MEC,BUD_MEC,CST_SHAR_EX,CST_SHAR_MEC,CST_SHAR_TYPE,DON_INV_EX,DON_ID,BEN_SHAR_EX,BEN_SHAR_MEC,PUB_PART_EX,PUB_PART_MEC,PUB_PART_TYPE,EX_COOP_EX,EX_COOP_MEC,EX_COOP_PART,,Websites,,,,
SMAR_ARG,ARG,BCEC,SMAR,St. Martin,Binational Commission of Economical Cooperation and Physical Integration,.,.,Latin America,Argentina; Chile,2,Argentina; Bolivia; Chile,3,Multilateral,Non-inclusive,promotion of economic development on basis of water resources,SOCD,1,SIN,BRV,no,n/a,yes,Commission,.,.,.,.,yes,administrative and technical authority of the institution,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"joint financing for institution, individual financing for projects in countires",.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
SMAR_BOL,BOL,BCEC,SMAR,St. Martin,Binational Commission of Economical Cooperation and Physical Integration,.,.,Latin America,Argentina; Chile,2,Argentina; Bolivia; Chile,3,Multilateral,Non-inclusive,promotion of economic development on basis of water resources,SOCD,1,SIN,BRV,no,n/a,yes,Commission,.,.,.,.,yes,administrative and technical authority of the institution,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"joint financing for institution, individual financing for projects in countires",.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
SMARL_CHL,CHL,BCEC,SMAR,St. Martin,Binational Commission of Economical Cooperation and Physical Integration,.,.,Latin America,Argentina; Chile,2,Argentina; Bolivia; Chile,3,Multilateral,Non-inclusive,promotion of economic development on basis of water resources,SOCD,1,SIN,BRV,no,n/a,yes,Commission,.,.,.,.,yes,administrative and technical authority of the institution,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"joint financing for institution, individual financing for projects in countires",.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
ZAPL_ARG,ARG,BCEC,ZAPL,Zapaleri,Binational Commission of Economical Cooperation and Physical Integration,.,.,Latin America,Argentina; Chile,2,Argentina; Bolivia; Chile,3,Multilateral,Non-inclusive,promotion of economic development on basis of water resources,SOCD,1,SIN,BRV,no,n/a,yes,Commission,.,.,.,.,yes,administrative and technical authority of the institution,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"joint financing for institution, individual financing for projects in countires",.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
ZAPL_BOL,BOL,BCEC,ZAPL,Zapaleri,Binational Commission of Economical Cooperation and Physical Integration,.,.,Latin America,Argentina; Chile,2,Argentina; Bolivia; Chile,3,Multilateral,Non-inclusive,promotion of economic development on basis of water resources,SOCD,1,SIN,BRV,no,n/a,yes,Commission,.,.,.,.,yes,administrative and technical authority of the institution,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"joint financing for institution, individual financing for projects in countires",.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
ZAPL_CHL,CHL,BCEC,ZAPL,Zapaleri,Binational Commission of Economical Cooperation and Physical Integration,.,.,Latin America,Argentina; Chile,2,Argentina; Bolivia; Chile,3,Multilateral,Non-inclusive,promotion of economic development on basis of water resources,SOCD,1,SIN,BRV,no,n/a,yes,Commission,.,.,.,.,yes,administrative and technical authority of the institution,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"joint financing for institution, individual financing for projects in countires",.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
LPTA_ARG,ARG,CARP,LPTA,LaPlata,Administrative Commission for the Rio de la Plata,Treaty between Uruguay and Argentina concerning the Rio de la Plata and the Corresponding Maritime Boundary (1973) ,1973,Latin America,Argentina; Bolivia; Brazil; Paraquay; Uruquay,5,Argentina; Uruguay,2,Bilateral,Non-inclusive,scientific studies; preservation of living resources; prevention of pollution; regulation of fisheries activities; adoption of joint plans for research; coordinate navigation aids,FISH; ENVP; RES; NAV,4,FEW,TRV,yes,FREENAV,yes,Commission,"Commission; Sub-Commissions (Asuntos Jurídicos, Canales de Navegación del Río de la Plata, Especial Demarcadora de Límites, Estudios y Proyectos, Financiera Administrativa, Medio Ambiente, Navegación, Obras, Parque Héroes Comunes, Relaciones Internacionales, Riqueza Ictíc, De Presupuesto); Administrative Secretariat (Secretaría Administrativa); Technical Secretariat (Secretaría Técnica)",COM; TEC; SEC; OTH,4,FEW,yes,Prepare with President the meetings; administrative services for commission; preparation and submission of projects planned and work plan to Commission; monitoring of project execution; external relations ,ADSERV; MORG; REP; AGEN,4,FEW,yes,Decisions are adopted by votes of delegation with one vote per delegation ,.,.,yes,Commission collects information from parties and disseminates information via Ministries of Foreign Affairs ,.,INS,.,yes,"Any dispute which may arise between the Parties concerning the Río de la Plata shall be considered by the Administrative Commission at the proposal of either Party; when no solution can be obtained through negotiation, ICJ can be involved upon acceptance by parties ",NEG,EXTRIB,INS,EXT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"Commission directly communicates with and disseminates information to public and private organizations and bodies, including technical information ",INF,.,.,.,,http://www.comisionriodelaplata.org ,,,,
LPTA_URY,URY,CARP,LPTA,LaPlata,Administrative Commission for the Rio de la Plata,Treaty between Uruguay and Argentina concerning the Rio de la Plata and the Corresponding Maritime Boundary (1973) ,1973,Latin America,Argentina; Bolivia; Brazil; Paraquay; Uruquay,5,Argentina; Uruguay,2,Bilateral,Non-inclusive,scientific studies; preservation of living resources; prevention of pollution; regulation of fisheries activities; adoption of joint plans for research; coordinate navigation aids,FISH; ENVP; RES; NAV,4,FEW,TRV,yes,FREENAV,yes,Commission,"Commission; Sub-Commissions (Asuntos Jurídicos, Canales de Navegación del Río de la Plata, Especial Demarcadora de Límites, Estudios y Proyectos, Financiera Administrativa, Medio Ambiente, Navegación, Obras, Parque Héroes Comunes, Relaciones Internacionales, Riqueza Ictíc, De Presupuesto); Administrative Secretariat (Secretaría Administrativa); Technical Secretariat (Secretaría Técnica)",COM; TEC; SEC; OTH,4,FEW,yes,Prepare with President the meetings; administrative services for commission; preparation and submission of projects planned and work plan to Commission; monitoring of project execution; external relations ,ADSERV; MORG; REP; AGEN,4,FEW,yes,Decisions are adopted by votes of delegation with one vote per delegation ,.,.,yes,Commission collects information from parties and disseminates information via Ministries of Foreign Affairs ,.,INS,.,yes,"Any dispute which may arise between the Parties concerning the Río de la Plata shall be considered by the Administrative Commission at the proposal of either Party; when no solution can be obtained through negotiation, ICJ can be involved upon acceptance by parties ",NEG,EXTRIB,INS,EXT,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"Commission directly communicates with and disseminates information to public and private organizations and bodies, including technical information ",INF,.,.,.,,http://www.comisionriodelaplata.org ,,,,
LPTA_URY,URY,CBPB,LPTA,LaPlata,Comision Binational Puente Buenos Aires Colonia (COBACIO),.,.,Latin America,Argentina; Bolivia; Brazil; Paraquay; Uruquay,5,Argentina; Uruguay,2,Bilateral,Non-inclusive,implementation of agreement and supervision of construction of infrastructure as agreed in treaty; construction of a bridge across the Rio de la Plata ,INFR,1,SIN,BRV,no,n/a,yes,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"direct negotiation and diplomatic channels; if no solution can be obtained, referral to arbitration panel; if no solution, referral to ICJ possible",NEG,EXTRIB,BIL,EXT,yes,Commission annually reviews progress in implementation of treaty,TRAN; INFR,ENVMON,INS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,http://www.cobaico.com ,,,,
LPTA_ARG,ARG,CBPB,LPTA,LaPlata,Comision Binational Puente Buenos Aires Colonia (COBACIO),.,.,Latin America,Argentina; Bolivia; Brazil; Paraquay; Uruquay,5,Argentina; Uruguay,2,Bilateral,Non-inclusive,implementation of agreement and supervision of construction of infrastructure as agreed in treaty; construction of a bridge across the Rio de la Plata ,INFR,1,SIN,BRV,no,n/a,yes,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"direct negotiation and diplomatic channels; if no solution can be obtained, referral to arbitration panel; if no solution, referral to ICJ possible",NEG,EXTRIB,BIL,EXT,yes,Commission annually reviews progress in implementation of treaty,TRAN; INFR,ENVMON,INS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,http://www.cobaico.com ,,,,
PAZX_GTM,GTM,CBRP,PAZX,Rio Paz ,Comision Binational des Rio Paz,.,.,Latin America,Guatemala; El Salvador,2,Guatemala; El Salvador,2,Bilateral,Inclusive,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no,n/a,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
PAZX_SLV,SLV,CBRP,PAZX,Rio Paz ,Comision Binational des Rio Paz,.,.,Latin America,Guatemala; El Salvador,2,Guatemala; El Salvador,2,Bilateral,Inclusive,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no,n/a,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
RHIN_CHE,CHE,CCNR,RHIN,Rhine,Central Commission for the Navigation of the Rhine,Congress of Vienna/Treaty of Versailles,1816/1922,Europe,Austria; Belgium; France; Germany; Italy; Liechtenstein; Luxemburg; Netherlands; Switzerland,9,Belgium; France; Germany; Netherlands; Switzerland,5,Multilateral,Non-inclusive,navigation and related issues concerning the freedom of navigation on Rhine; navigation safety; ensure the freedom of navigation on Rhine and its tributaries; maintain a uniform legal regime governing navigation along full length of the river,NAV,1,SIN,TRV,yes,FREENAV,yes,Commission,Plenum (Plenary Meeting); Ausschüsse und Arbeitsgruppen (Working Group); Sekretariat (Secretariat); Berufungskammer (Chamber of Appeals); Beratende Konferenz (Advisory Conference),COM; SEC; WEG; OTH,5,MUL,yes,"service and management (reports, agendas) of the numerous meetings (50 per year); seat of the Rhine navigation tribunal; representation of the CCNR in other international organisations; central administration office for the social security of crew members on the Rhine",ADSERV; MORG; EXREL; OTH,4,FEW,yes,"in plenum unanimity principle; for issues that do not concern Artikel 1 Rev. RhSchA (e.g. finacnial, adminsitrative issues, etc.), majority principle can be applied in case no unanimity can be achieved and upon acceptance by the plenary ",UNA/MAJ,yes,.,.,.,.,.,yes,"Problems arising from navigation on the Rhine are presented to CCNR by national delegations or by international organisations of inland navigation; plenary session decides either to resolve the matter itself or to refer the problem to a competent committee which, if necessary, works out a solution with help of experts",RBOTRIB,EXTRIB,INS,EXT,.,.,.,.,.,.,.,yes,"Contracting States meet the expenses of own Commissioners and
of members of the Chamber of Appeals whose appointment they proposed;  Contracting States
shall contribute to the amount of these expenses in equal shares",budget is developed by Secretary General and presented to delegations which approve ,yes,Contracting States shall contribute to the amount of these expenses in equal shares,EQL,no,n/a,no,n/a,yes,accepted non-state actors and associations can make proposals in writing on issues they wish the plenary to consider; delegations can decide to open their meetings to the public and invite organizations or external people ,INF; CONS,yes,observer status can be granted to states that are affected by Rhine or other European inland navigation that are not member of the CCNR; states and international organizations can have observer status and have advisory voice at meetings of plenary ,non-member states,,http://www.ccr-zkr.org,,,,
RHIN_BEL,BEL,CCNR,RHIN,Rhine,Central Commission for the Navigation of the Rhine,Congress of Vienna/Treaty of Versailles,1816/1923,Europe,Austria; Belgium; France; Germany; Italy; Liechtenstein; Luxemburg; Netherlands; Switzerland,9,Belgium; France; Germany; Netherlands; Switzerland,5,Multilateral,Non-inclusive,navigation and related issues concerning the freedom of navigation on Rhine; navigation safety; ensure the freedom of navigation on Rhine and its tributaries; maintain a uniform legal regime governing navigation along full length of the river,NAV,1,SIN,TRV,yes,FREENAV,yes,Commission,Plenum (Plenary Meeting); Ausschüsse und Arbeitsgruppen (Working Group); Sekretariat (Secretariat); Berufungskammer (Chamber of Appeals); Beratende Konferenz (Advisory Conference),COM; SEC; WEG; OTH,6,MUL,yes,"service and management (reports, agendas) of the numerous meetings (50 per year); seat of the Rhine navigation tribunal; representation of the CCNR in other international organisations; central administration office for the social security of crew members on the Rhine",ADSERV; MORG; EXREL; OTH,4,FEW,yes,"in plenum unanimity principle; for issues that do not concern Artikel 1 Rev. RhSchA (e.g. finacnial, adminsitrative issues, etc.), majority principle can be applied in case no unanimity can be achieved and upon acceptance by the plenary ",UNA/MAJ,yes,.,.,.,.,.,yes,"Problems arising from navigation on the Rhine are presented to CCNR by national delegations or by international organisations of inland navigation; plenary session decides either to resolve the matter itself or to refer the problem to a competent committee which, if necessary, works out a solution with help of experts",RBOTRIB,EXTRIB,INS,EXT,.,.,.,.,.,.,.,yes,"Contracting States meet the expenses of own Commissioners and
of members of the Chamber of Appeals whose appointment they proposed;  Contracting States
shall contribute to the amount of these expenses in equal shares",budget is developed by Secretary General and presented to delegations which approve ,yes,Contracting States shall contribute to the amount of these expenses in equal shares,EQL,no,n/a,no,n/a,yes,accepted non-state actors and associations can make proposals in writing on issues they wish the plenary to consider; delegations can decide to open their meetings to the public and invite organizations or external people ,INF; CONS,yes,observer status can be granted to states that are affected by Rhine or other European inland navigation that are not member of the CCNR; states and international organizations can have observer status and have advisory voice at meetings of plenary ,non-member states,,http://www.ccr-zkr.org,,,,
RHIN_FRA,FRA,CCNR,RHIN,Rhine,Central Commission for the Navigation of the Rhine,Congress of Vienna/Treaty of Versailles,1816/1924,Europe,Austria; Belgium; France; Germany; Italy; Liechtenstein; Luxemburg; Netherlands; Switzerland,9,Belgium; France; Germany; Netherlands; Switzerland,5,Multilateral,Non-inclusive,navigation and related issues concerning the freedom of navigation on Rhine; navigation safety; ensure the freedom of navigation on Rhine and its tributaries; maintain a uniform legal regime governing navigation along full length of the river,NAV,1,SIN,TRV,yes,FREENAV,yes,Commission,Plenum (Plenary Meeting); Ausschüsse und Arbeitsgruppen (Working Group); Sekretariat (Secretariat); Berufungskammer (Chamber of Appeals); Beratende Konferenz (Advisory Conference),COM; SEC; WEG; OTH,7,MUL,yes,"service and management (reports, agendas) of the numerous meetings (50 per year); seat of the Rhine navigation tribunal; representation of the CCNR in other international organisations; central administration office for the social security of crew members on the Rhine",ADSERV; MORG; EXREL; OTH,4,FEW,yes,"in plenum unanimity principle; for issues that do not concern Artikel 1 Rev. RhSchA (e.g. finacnial, adminsitrative issues, etc.), majority principle can be applied in case no unanimity can be achieved and upon acceptance by the plenary ",UNA/MAJ,yes,.,.,.,.,.,yes,"Problems arising from navigation on the Rhine are presented to CCNR by national delegations or by international organisations of inland navigation; plenary session decides either to resolve the matter itself or to refer the problem to a competent committee which, if necessary, works out a solution with help of experts",RBOTRIB,EXTRIB,INS,EXT,.,.,.,.,.,.,.,yes,"Contracting States meet the expenses of own Commissioners and
of members of the Chamber of Appeals whose appointment they proposed;  Contracting States
shall contribute to the amount of these expenses in equal shares",budget is developed by Secretary General and presented to delegations which approve ,yes,Contracting States shall contribute to the amount of these expenses in equal shares,EQL,no,n/a,no,n/a,yes,accepted non-state actors and associations can make proposals in writing on issues they wish the plenary to consider; delegations can decide to open their meetings to the public and invite organizations or external people ,INF; CONS,yes,observer status can be granted to states that are affected by Rhine or other European inland navigation that are not member of the CCNR; states and international organizations can have observer status and have advisory voice at meetings of plenary ,non-member states,,http://www.ccr-zkr.org,,,,
